epoch,accuracy,loss,val_accuracy,val_loss
0,0.2601880729198456,9.035175323486328,0.1171548143029213,7.875021934509277
1,0.30512017011642456,7.106746196746826,0.3179916441440582,6.673323154449463
2,0.3072100281715393,5.597677707672119,0.3096234202384949,5.738528728485107
3,0.3709508776664734,4.318149566650391,0.3096234202384949,4.525505542755127
4,0.3584116995334625,3.3917596340179443,0.3012552261352539,3.5011770725250244
5,0.40856844186782837,2.730177402496338,0.1171548143029213,4.652873992919922
6,0.4472309350967407,2.3534677028656006,0.2970711290836334,2.929191827774048
7,0.47648903727531433,2.0243442058563232,0.3012552261352539,2.2041234970092773
8,0.4775339663028717,1.8525627851486206,0.20083682239055634,3.168468713760376
9,0.5329153537750244,1.5830012559890747,0.33472803235054016,2.3119542598724365
10,0.5642633438110352,1.4456138610839844,0.40585774183273315,1.827608346939087
11,0.6269592642784119,1.2320504188537598,0.3263598382472992,2.1489975452423096
12,0.6865203976631165,1.13218355178833,0.2970711290836334,2.394000291824341
13,0.7283176779747009,0.9678560495376587,0.4476987421512604,2.0071182250976562
14,0.7523511052131653,0.8587058186531067,0.5941422581672668,1.6650798320770264
15,0.8077325224876404,0.7280545234680176,0.6025104522705078,1.5818358659744263
16,0.8484848737716675,0.609673798084259,0.6234309673309326,1.8474117517471313
17,0.8557993769645691,0.5600339770317078,0.5941422581672668,1.7073888778686523
18,0.8631138801574707,0.5049977898597717,0.6317991614341736,1.8257843255996704
19,0.8923720121383667,0.451511412858963,0.6234309673309326,2.069115400314331
20,0.8798328042030334,0.435663104057312,0.6694560647010803,2.065502643585205
21,0.8881922960281372,0.4492560625076294,0.723849356174469,1.827377438545227
22,0.9174503684043884,0.3896280825138092,0.7405857443809509,1.6123547554016113
23,0.9258098006248474,0.3224446475505829,0.7112970948219299,2.0997989177703857
24,0.9205851554870605,0.32879993319511414,0.6610878705978394,1.880135178565979
25,0.947753369808197,0.26916348934173584,0.7489539980888367,1.7293667793273926
