epoch,accuracy,loss,val_accuracy,val_loss
0,0.15314136445522308,1.616721272468567,0.1927083283662796,1.6088171005249023
1,0.2421465963125229,1.6077064275741577,0.1927083283662796,1.6127127408981323
2,0.2670156955718994,1.5941340923309326,0.1927083283662796,1.612524151802063
3,0.24607330560684204,1.5640332698822021,0.140625,1.6462966203689575
4,0.25261780619621277,1.5257750749588013,0.203125,1.6226643323898315
5,0.25261780619621277,1.4733476638793945,0.2135416716337204,1.5898213386535645
6,0.2578533887863159,1.4596166610717773,0.2239583283662796,1.6199827194213867
7,0.27094241976737976,1.393112301826477,0.1927083283662796,1.6651830673217773
8,0.34293192625045776,1.3340438604354858,0.2239583283662796,1.566053032875061
9,0.3376963436603546,1.2932006120681763,0.25,1.601332664489746
10,0.39005234837532043,1.2190059423446655,0.2447916716337204,1.5719022750854492
11,0.36910995841026306,1.256804347038269,0.2604166567325592,1.6374469995498657
12,0.39921465516090393,1.1408699750900269,0.2916666567325592,1.622057557106018
13,0.4280104637145996,1.0655750036239624,0.2708333432674408,1.6868644952774048
14,0.42408376932144165,1.111006498336792,0.2708333432674408,1.5902982950210571
15,0.42277488112449646,1.0289124250411987,0.3229166567325592,1.5520130395889282
16,0.48821988701820374,0.9593560099601746,0.359375,1.4808682203292847
17,0.4986911118030548,0.872971773147583,0.3333333432674408,1.5715922117233276
18,0.5287958383560181,0.8100916743278503,0.421875,1.4949215650558472
19,0.5484293103218079,0.8092880845069885,0.375,1.4862333536148071
20,0.5418848395347595,0.7720891237258911,0.4114583432674408,1.5669139623641968
21,0.5785340070724487,0.7372708320617676,0.4322916567325592,1.445459008216858
22,0.5667539238929749,0.7238562703132629,0.3697916567325592,1.600451111793518
23,0.5890052318572998,0.691839873790741,0.4270833432674408,1.5673713684082031
24,0.5785340070724487,0.6903512477874756,0.4270833432674408,1.4629584550857544
25,0.6217277646064758,0.6303409337997437,0.4270833432674408,1.5384259223937988
26,0.6256544589996338,0.619982123374939,0.4114583432674408,1.4172463417053223
27,0.6269633769989014,0.586306631565094,0.4375,1.5778547525405884
28,0.6479057669639587,0.5331734418869019,0.4895833432674408,1.3940013647079468
29,0.6492146849632263,0.5536672472953796,0.4791666567325592,1.5089408159255981
30,0.6753926873207092,0.47332531213760376,0.5104166865348816,1.4602789878845215
31,0.6937173008918762,0.4806586802005768,0.5260416865348816,1.4787155389785767
32,0.6819371581077576,0.46954089403152466,0.4739583432674408,1.673398494720459
33,0.7107329964637756,0.4297938048839569,0.4739583432674408,1.6982022523880005
34,0.7054973840713501,0.44220349192619324,0.515625,1.660041332244873
35,0.6793193817138672,0.4322022497653961,0.5208333134651184,1.6587837934494019
36,0.735602080821991,0.3949817717075348,0.5208333134651184,1.4601634740829468
37,0.7303664684295654,0.3671075403690338,0.5677083134651184,1.4457014799118042
38,0.7473822236061096,0.3530397117137909,0.5260416865348816,1.6747336387634277
