epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.18796992301940918,33.18732833862305,0.0005,0.10301507264375687,28.92038345336914
1,0.20927318930625916,28.039207458496094,0.0005,0.10301507264375687,28.120996475219727
2,0.19674184918403625,24.526575088500977,0.0005,0.10301507264375687,26.40928840637207
3,0.21929824352264404,21.63910484313965,0.0005,0.10301507264375687,24.012235641479492
4,0.24185463786125183,19.214731216430664,0.0005,0.10301507264375687,21.691164016723633
5,0.23433583974838257,17.220125198364258,0.0005,0.10301507264375687,19.57998275756836
6,0.2268170416355133,15.472294807434082,0.0005,0.11557789146900177,17.55824089050293
7,0.22807016968727112,13.920838356018066,0.0005,0.1909547746181488,15.713207244873047
8,0.23308271169662476,12.512201309204102,0.0005,0.24120603501796722,14.143412590026855
9,0.24310776591300964,11.215438842773438,0.0005,0.2638190984725952,12.52262020111084
10,0.23308271169662476,10.129857063293457,0.0005,0.2613065242767334,11.50114631652832
11,0.24812030792236328,9.019563674926758,0.0005,0.25879397988319397,10.768035888671875
12,0.26566416025161743,8.015420913696289,0.0005,0.2135678380727768,10.08057975769043
13,0.2631579041481018,7.169567108154297,0.0005,0.22110553085803986,8.805647850036621
14,0.2719298303127289,6.370800495147705,0.0005,0.16331657767295837,8.464729309082031
15,0.2844611406326294,5.656278610229492,0.0005,0.19849246740341187,7.728252410888672
16,0.259398490190506,5.076860427856445,0.0005,0.15829145908355713,8.000905990600586
17,0.2844611406326294,4.588651180267334,0.0005,0.14070351421833038,8.330453872680664
18,0.2994987368583679,4.15455436706543,0.0005,0.1783919632434845,7.5407915115356445
19,0.2606516182422638,3.8378729820251465,0.0005,0.2964824140071869,5.760485649108887
20,0.28195488452911377,3.4639828205108643,0.0005,0.26633167266845703,5.812501907348633
21,0.29323309659957886,3.1961190700531006,0.0005,0.2738693356513977,5.1285905838012695
22,0.2882205545902252,2.973098039627075,0.0005,0.28140702843666077,4.376218318939209
23,0.30325815081596375,2.753401756286621,0.0005,0.2964824140071869,3.8399925231933594
24,0.2982456088066101,2.526944398880005,0.0005,0.19346733391284943,3.7613282203674316
25,0.2994987368583679,2.342520236968994,0.0005,0.2010050266981125,3.2327005863189697
26,0.2982456088066101,2.1309497356414795,0.0005,0.20854271948337555,3.030914783477783
27,0.29072681069374084,1.9750771522521973,0.0005,0.22361809015274048,2.7727434635162354
28,0.308270663022995,1.8478251695632935,0.0005,0.28140702843666077,2.389007329940796
29,0.2731829583644867,1.7138646841049194,0.0005,0.286432147026062,2.15800404548645
30,0.332080215215683,1.613715410232544,0.0005,0.30150753259658813,1.932055950164795
31,0.28947368264198303,1.5575464963912964,0.0005,0.25628140568733215,1.8239425420761108
32,0.29197993874549866,1.4977941513061523,0.0005,0.29145729541778564,1.7699875831604004
33,0.2844611406326294,1.4591703414916992,0.0005,0.286432147026062,1.6731282472610474
34,0.3233082592487335,1.39986252784729,0.0005,0.3090452253818512,1.6526265144348145
35,0.31328320503234863,1.3911406993865967,0.0005,0.3341708481311798,1.5671601295471191
36,0.2994987368583679,1.3631349802017212,0.0005,0.32663315534591675,1.5014814138412476
37,0.31328320503234863,1.328177809715271,0.0005,0.2989949882030487,1.484159231185913
38,0.2744360864162445,1.3201875686645508,0.0005,0.3241206109523773,1.4311591386795044
39,0.31829574704170227,1.3060702085494995,0.0005,0.2989949882030487,1.3916780948638916
40,0.29197993874549866,1.3012102842330933,0.0005,0.2738693356513977,1.399739146232605
41,0.30075186491012573,1.2927732467651367,0.0005,0.2638190984725952,1.3945356607437134
42,0.26942354440689087,1.2942293882369995,0.0005,0.3065326511859894,1.4263001680374146
43,0.31328320503234863,1.2841638326644897,0.0005,0.286432147026062,1.3798282146453857
44,0.3220551311969757,1.281413197517395,0.0005,0.23366834223270416,1.4897500276565552
45,0.30325815081596375,1.2950737476348877,0.0005,0.2763819098472595,1.4000452756881714
46,0.310776948928833,1.2884007692337036,0.0005,0.25376883149147034,1.3999508619308472
47,0.28947368264198303,1.2837198972702026,0.0005,0.2738693356513977,1.367864727973938
48,0.3195488750934601,1.2756247520446777,0.0005,0.2939698398113251,1.3887180089950562
49,0.308270663022995,1.2807461023330688,0.0005,0.30150753259658813,1.3600239753723145
50,0.3095238208770752,1.2530351877212524,0.0005,0.31658291816711426,1.3742212057113647
51,0.27819550037384033,1.2771204710006714,0.0005,0.2989949882030487,1.371810793876648
52,0.3245614171028137,1.2801545858383179,0.0005,0.28894472122192383,1.366428256034851
53,0.3070175349712372,1.2841774225234985,0.0005,0.2964824140071869,1.3785127401351929
54,0.3208020031452179,1.2466531991958618,0.0005,0.30402010679244995,1.4159951210021973
55,0.3220551311969757,1.2635259628295898,0.0005,0.2964824140071869,1.3983819484710693
56,0.30451127886772156,1.283141016960144,0.0005,0.32914572954177856,1.3537132740020752
57,0.2957393527030945,1.2661336660385132,0.0005,0.29145729541778564,1.356490135192871
58,0.31578946113586426,1.2728794813156128,0.0005,0.311557799577713,1.3066105842590332
59,0.3245614171028137,1.2463432550430298,0.0005,0.286432147026062,1.3379311561584473
60,0.3345864713191986,1.2794245481491089,0.0005,0.3241206109523773,1.3125571012496948
61,0.3120300769805908,1.2654132843017578,0.0005,0.32914572954177856,1.3155157566070557
62,0.32957392930984497,1.2498815059661865,0.0005,0.32914572954177856,1.3530601263046265
63,0.3195488750934601,1.2540676593780518,0.0005,0.311557799577713,1.4167428016662598
64,0.3195488750934601,1.2464748620986938,0.0005,0.30150753259658813,1.4232429265975952
65,0.3458646535873413,1.255663514137268,0.0005,0.3241206109523773,1.3753325939178467
66,0.3333333432674408,1.2403398752212524,0.00035000002,0.32663315534591675,1.3432166576385498
67,0.29448622465133667,1.220155119895935,0.00035000002,0.2964824140071869,1.3566807508468628
68,0.3120300769805908,1.213785171508789,0.00035000002,0.28894472122192383,1.3853236436843872
69,0.3358395993709564,1.202725887298584,0.00035000002,0.3341708481311798,1.3396098613739014
70,0.3471177816390991,1.232041835784912,0.00035000002,0.3241206109523773,1.3214737176895142
71,0.3333333432674408,1.218123435974121,0.00035000002,0.3316583037376404,1.3483068943023682
72,0.34085214138031006,1.200717806816101,0.00035000002,0.311557799577713,1.3914694786071777
73,0.30325815081596375,1.2228281497955322,0.000245,0.31407034397125244,1.3547791242599487
