epoch,accuracy,loss,lr,val_accuracy,val_loss
39,0.26725220680236816,1.2286622524261475,0.0005,0.25563910603523254,1.3857171535491943
40,0.3023839294910431,1.2243525981903076,0.0005,0.25563910603523254,1.3742386102676392
41,0.31618568301200867,1.2099143266677856,0.0005,0.25563910603523254,1.3636407852172852
42,0.28356337547302246,1.223017692565918,0.0005,0.3333333432674408,1.351711630821228
43,0.30112922191619873,1.214035987854004,0.0005,0.25563910603523254,1.3579241037368774
44,0.30740275979042053,1.2062671184539795,0.0005,0.25563910603523254,1.35751473903656
45,0.3086574673652649,1.2037968635559082,0.0005,0.25563910603523254,1.348853588104248
46,0.26725220680236816,1.2135558128356934,0.0005,0.3333333432674408,1.3364516496658325
47,0.30112922191619873,1.2085518836975098,0.0005,0.3333333432674408,1.342707872390747
48,0.2797992527484894,1.204600214958191,0.0005,0.3333333432674408,1.3334470987319946
49,0.3249686360359192,1.2108005285263062,0.0005,0.25563910603523254,1.334075689315796
50,0.31367629766464233,1.2050925493240356,0.0005,0.25563910603523254,1.3315287828445435
51,0.3249686360359192,1.1899291276931763,0.0005,0.25563910603523254,1.3296332359313965
52,0.31618568301200867,1.1974598169326782,0.0005,0.3333333432674408,1.3231083154678345
53,0.29109159111976624,1.1882010698318481,0.0005,0.3333333432674408,1.319320797920227
54,0.29360100626945496,1.2005703449249268,0.0005,0.25563910603523254,1.3224339485168457
55,0.28481805324554443,1.1968085765838623,0.0005,0.25563910603523254,1.3255280256271362
56,0.29360100626945496,1.2064353227615356,0.0005,0.25563910603523254,1.316306710243225
57,0.29109159111976624,1.1980245113372803,0.0005,0.3333333432674408,1.3141934871673584
58,0.28105396032333374,1.2005172967910767,0.0005,0.3333333432674408,1.309350609779358
59,0.3111668825149536,1.1998335123062134,0.0005,0.3333333432674408,1.3105707168579102
60,0.30740275979042053,1.198059320449829,0.0005,0.3333333432674408,1.3136578798294067
61,0.3212045133113861,1.189478874206543,0.0005,0.25563910603523254,1.3125784397125244
62,0.29987454414367676,1.1886107921600342,0.0005,0.25563910603523254,1.31879723072052
63,0.31618568301200867,1.1935442686080933,0.0005,0.25563910603523254,1.3127797842025757
64,0.2948557138442993,1.1994612216949463,0.0005,0.25563910603523254,1.312373399734497
65,0.3111668825149536,1.193961262702942,0.0005,0.3333333432674408,1.3125263452529907
66,0.3048933446407318,1.1851707696914673,0.00035000002,0.3333333432674408,1.2996419668197632
67,0.3149310052394867,1.176783561706543,0.00035000002,0.25563910603523254,1.2976397275924683
68,0.2898368835449219,1.1830899715423584,0.00035000002,0.25563910603523254,1.2957252264022827
69,0.29987454414367676,1.1855988502502441,0.00035000002,0.25563910603523254,1.2960890531539917
70,0.3149310052394867,1.184962511062622,0.00035000002,0.25563910603523254,1.2943185567855835
71,0.27101629972457886,1.1777286529541016,0.00035000002,0.25563910603523254,1.291965365409851
72,0.3086574673652649,1.1754685640335083,0.00035000002,0.25563910603523254,1.2933772802352905
73,0.29987454414367676,1.1735769510269165,0.00035000002,0.25563910603523254,1.2917468547821045
74,0.317440390586853,1.1834213733673096,0.00035000002,0.25563910603523254,1.2910324335098267
75,0.28481805324554443,1.1793946027755737,0.00035000002,0.25563910603523254,1.2942187786102295
76,0.3086574673652649,1.1768488883972168,0.00035000002,0.25563910603523254,1.2955150604248047
77,0.29109159111976624,1.1796015501022339,0.00035000002,0.25563910603523254,1.2961373329162598
78,0.2961104214191437,1.1703517436981201,0.00035000002,0.3333333432674408,1.3003073930740356
79,0.30740275979042053,1.1692805290222168,0.000245,0.3333333432674408,1.2884535789489746
80,0.30740275979042053,1.161702275276184,0.000245,0.25563910603523254,1.2865612506866455
81,0.28105396032333374,1.166388750076294,0.000245,0.25563910603523254,1.283301591873169
82,0.2961104214191437,1.161779522895813,0.000245,0.25563910603523254,1.2800275087356567
83,0.3048933446407318,1.1654284000396729,0.000245,0.25563910603523254,1.2813583612442017
84,0.3086574673652649,1.1584229469299316,0.000245,0.25563910603523254,1.2816520929336548
85,0.2961104214191437,1.1611405611038208,0.000245,0.25563910603523254,1.2812659740447998
86,0.28481805324554443,1.172674298286438,0.000245,0.25563910603523254,1.2779715061187744
87,0.30991217494010925,1.16287100315094,0.000245,0.25563910603523254,1.280134677886963
88,0.2986198365688324,1.1678065061569214,0.000245,0.25563910603523254,1.2779133319854736
89,0.317440390586853,1.1555776596069336,0.000245,0.25563910603523254,1.2797586917877197
90,0.30614805221557617,1.1576383113861084,0.000245,0.25563910603523254,1.2813009023666382
91,0.29360100626945496,1.1622315645217896,0.000245,0.25563910603523254,1.2818207740783691
92,0.30363863706588745,1.1698991060256958,0.000245,0.25563910603523254,1.2803783416748047
93,0.29109159111976624,1.1676995754241943,0.000245,0.25563910603523254,1.278976559638977
94,0.2948557138442993,1.1481623649597168,0.0001715,0.25563910603523254,1.2710210084915161
95,0.2885821759700775,1.1554807424545288,0.0001715,0.25563910603523254,1.271573543548584
96,0.2898368835449219,1.1626709699630737,0.0001715,0.25563910603523254,1.271453619003296
97,0.28105396032333374,1.1577426195144653,0.0001715,0.25563910603523254,1.2729092836380005
98,0.31618568301200867,1.146763801574707,0.0001715,0.25563910603523254,1.2732404470443726
99,0.3048933446407318,1.1489073038101196,0.0001715,0.25563910603523254,1.2708543539047241
