epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.20326223969459534,32.76045227050781,0.0005,0.25563910603523254,28.67682647705078
1,0.18067754805088043,27.426237106323242,0.0005,0.25563910603523254,27.482942581176758
2,0.2208281010389328,23.77498435974121,0.0005,0.25563910603523254,25.471019744873047
3,0.2107904702425003,20.91946792602539,0.0005,0.25563910603523254,23.216764450073242
4,0.22584693133831024,18.511672973632812,0.0005,0.25563910603523254,20.749128341674805
5,0.23839397728443146,16.46503448486328,0.0005,0.25563910603523254,18.36845588684082
6,0.24592220783233643,14.781606674194336,0.0005,0.25563910603523254,16.339265823364258
7,0.26097866892814636,13.136895179748535,0.0005,0.25563910603523254,14.781107902526855
8,0.24215810000896454,11.788525581359863,0.0005,0.25563910603523254,13.302593231201172
9,0.24090339243412018,10.41566276550293,0.0005,0.2756892144680023,11.949751853942871
10,0.2760351300239563,9.301944732666016,0.0005,0.26566416025161743,10.963915824890137
11,0.25470513105392456,8.268287658691406,0.0005,0.17042607069015503,9.95843505859375
12,0.2496863305568695,7.311704635620117,0.0005,0.21052631735801697,9.362674713134766
13,0.2760351300239563,6.465939998626709,0.0005,0.24812030792236328,8.33105182647705
14,0.27478042244911194,5.744819641113281,0.0005,0.22305764257907867,7.6981096267700195
15,0.259723961353302,5.0890703201293945,0.0005,0.2030075192451477,7.717967987060547
16,0.2622333765029907,4.5532121658325195,0.0005,0.21052631735801697,7.106644630432129
17,0.278544545173645,4.0365118980407715,0.0005,0.2155388444662094,7.599099159240723
18,0.27101629972457886,3.671339511871338,0.0005,0.21804511547088623,8.101024627685547
19,0.2898368835449219,3.2997257709503174,0.0005,0.19799499213695526,7.515787601470947
20,0.3023839294910431,2.970424175262451,0.0005,0.20551379024982452,5.197246074676514
21,0.28105396032333374,2.67083740234375,0.0005,0.25814536213874817,4.283540725708008
22,0.29987454414367676,2.4014382362365723,0.0005,0.24310776591300964,3.7372891902923584
23,0.3212045133113861,2.210904836654663,0.0005,0.30075186491012573,3.359025716781616
24,0.32245922088623047,1.98530113697052,0.0005,0.27819550037384033,3.014909029006958
25,0.30112922191619873,1.8244447708129883,0.0005,0.2957393527030945,2.463494062423706
26,0.2961104214191437,1.6972503662109375,0.0005,0.3208020031452179,2.121131420135498
27,0.29736512899398804,1.5764597654342651,0.0005,0.2631579041481018,1.9647706747055054
28,0.2898368835449219,1.489810585975647,0.0005,0.310776948928833,1.7968589067459106
29,0.30614805221557617,1.430333137512207,0.0005,0.25814536213874817,1.6761881113052368
30,0.3149310052394867,1.3678768873214722,0.0005,0.2631579041481018,1.576582431793213
31,0.31367629766464233,1.3129889965057373,0.0005,0.25563910603523254,1.5026065111160278
32,0.29109159111976624,1.2959704399108887,0.0005,0.25563910603523254,1.4597954750061035
33,0.2860727608203888,1.2645790576934814,0.0005,0.3333333432674408,1.4350910186767578
34,0.29736512899398804,1.2607345581054688,0.0005,0.25563910603523254,1.42046320438385
35,0.28481805324554443,1.2453646659851074,0.0005,0.25563910603523254,1.4040770530700684
36,0.2948557138442993,1.2396975755691528,0.0005,0.25563910603523254,1.3953273296356201
37,0.3023839294910431,1.2279480695724487,0.0005,0.25563910603523254,1.38975989818573
38,0.30740275979042053,1.2246417999267578,0.0005,0.25563910603523254,1.3901633024215698
